frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z
frame_0000.jpg,0.5287871360778809,0.6311388611793518,-1.3576823472976685,0.5718313455581665,0.5792970657348633,-1.3020883798599243,0.597278356552124,0.5791643261909485,-1.302169919013977,0.6194878816604614,0.5800650715827942,-1.302707552909851,0.49838417768478394,0.5831406712532043,-1.2459946870803833,0.47121623158454895,0.5854234099388123,-1.244729995727539,0.4471380114555359,0.5879504680633545,-1.2451122999191284,0.6723366975784302,0.6045483350753784,-0.8196932673454285,0.43520453572273254,0.611629068851471,-0.5294367671012878,0.582054078578949,0.6844408512115479,-1.1826145648956299,0.49276694655418396,0.6862316727638245,-1.098449468612671,0.8833094835281372,0.9128335118293762,-0.5610446333885193,0.2646506428718567,0.9076467752456665,-0.24523894488811493
frame_0001.jpg,0.5713244676589966,0.6414082050323486,-1.450854778289795,0.6063472032546997,0.5945128798484802,-1.361217975616455,0.6301209926605225,0.5954234600067139,-1.361856460571289,0.6522378921508789,0.596133291721344,-1.362258791923523,0.5386272072792053,0.5989683866500854,-1.334881067276001,0.5122665762901306,0.6019465923309326,-1.333991289138794,0.4870682656764984,0.6042868494987488,-1.3347712755203247,0.7059274911880493,0.6251020431518555,-0.740534782409668,0.4640212059020996,0.6372827291488647,-0.5874793529510498,0.6233621835708618,0.6976525187492371,-1.2309409379959106,0.5388157963752747,0.6994302272796631,-1.1866501569747925,0.9133659601211548,0.9454025626182556,-0.4626831114292145,0.289225697517395,0.9496665596961975,-0.2773565649986267
frame_0002.jpg,0.5752816200256348,0.6424058675765991,-1.3947597742080688,0.614686131477356,0.5961527228355408,-1.306942105293274,0.6400314569473267,0.5969887971878052,-1.3075037002563477,0.6655435562133789,0.5984899997711182,-1.307919979095459,0.5433343648910522,0.5991290807723999,-1.2939385175704956,0.5180078148841858,0.6013639569282532,-1.2931097745895386,0.4925610423088074,0.6038876175880432,-1.293915867805481,0.709589958190918,0.6217507719993591,-0.736429750919342,0.4738747179508209,0.6278078556060791,-0.6386370658874512,0.6257939338684082,0.7011417746543884,-1.1865108013153076,0.5395777821540833,0.7062388062477112,-1.1587857007980347,0.9139112830162048,0.9308880567550659,-0.37357303500175476,0.30089280009269714,0.9454730153083801,-0.383950412273407
frame_0003.jpg,0.5834271311759949,0.6379724740982056,-1.5445504188537598,0.622140645980835,0.5890900492668152,-1.4329389333724976,0.6467587351799011,0.5898786783218384,-1.4338065385818481,0.6722307205200195,0.5913745164871216,-1.433709740638733,0.5498976707458496,0.5932331085205078,-1.4364229440689087,0.5226444005966187,0.5966730117797852,-1.436508059501648,0.4965874254703522,0.6012236475944519,-1.4377307891845703,0.7131199240684509,0.6167296171188354,-0.748663067817688,0.47757983207702637,0.6294685006141663,-0.7800778746604919,0.6341431736946106,0.6944723725318909,-1.3037976026535034,0.5460830926895142,0.6997871398925781,-1.3044124841690063,0.9302687048912048,0.9344943165779114,-0.43632736802101135,0.3131923973560333,0.9431530237197876,-0.43012145161628723
frame_0004.jpg,0.5814882516860962,0.6199672818183899,-1.5967206954956055,0.6195212602615356,0.5731464624404907,-1.4770231246948242,0.6420625448226929,0.5742123126983643,-1.4779332876205444,0.6658464670181274,0.5773033499717712,-1.4778802394866943,0.5469045639038086,0.5774005055427551,-1.4803307056427002,0.5192266702651978,0.5817392468452454,-1.4803715944290161,0.494377464056015,0.5875352025032043,-1.4816898107528687,0.7084121704101562,0.6103081107139587,-0.760319173336029,0.47352245450019836,0.6211293935775757,-0.8278348445892334,0.633628249168396,0.672636091709137,-1.362270474433899,0.5412024259567261,0.6774618029594421,-1.3622736930847168,0.9329161643981934,0.9427229762077332,-0.4614165425300598,0.31078627705574036,0.9498981833457947,-0.4709857106208801
frame_0005.jpg,0.5793160796165466,0.6195595860481262,-1.6044167280197144,0.6184818148612976,0.573955237865448,-1.4874861240386963,0.6401163339614868,0.5753681659698486,-1.4883475303649902,0.6623043417930603,0.5779721140861511,-1.4883286952972412,0.5450944900512695,0.5774174332618713,-1.493006944656372,0.518500030040741,0.5809596180915833,-1.4929825067520142,0.4953962564468384,0.5850536227226257,-1.4942269325256348,0.7046900987625122,0.6121066808700562,-0.7750892043113708,0.4767386019229889,0.6202554106712341,-0.8579499125480652,0.6322054862976074,0.6719909906387329,-1.3735215663909912,0.5375223755836487,0.6743179559707642,-1.3751521110534668,0.927056610584259,0.9381904602050781,-0.4611903429031372,0.31482142210006714,0.9472171068191528,-0.5323994755744934
frame_0006.jpg,0.5802637338638306,0.6062968373298645,-1.6019583940505981,0.6150512099266052,0.5668652653694153,-1.4856053590774536,0.6366938352584839,0.5685843825340271,-1.486444115638733,0.6587020754814148,0.5710452795028687,-1.4864466190338135,0.5437135696411133,0.5720793008804321,-1.4926577806472778,0.519035279750824,0.577299952507019,-1.4927505254745483,0.4977206289768219,0.5829667448997498,-1.4940141439437866,0.702613890171051,0.6085975766181946,-0.8149480819702148,0.48301151394844055,0.6234534382820129,-0.8524833917617798,0.635895848274231,0.6572564244270325,-1.3730354309082031,0.5388198494911194,0.6594949960708618,-1.3713271617889404,0.9260791540145874,0.9423450827598572,-0.4669072926044464,0.3193727135658264,0.9564827680587769,-0.537014365196228
frame_0007.jpg,0.5767847895622253,0.5981774926185608,-1.5953209400177002,0.6130353212356567,0.56275874376297,-1.4786124229431152,0.6358227729797363,0.5648660659790039,-1.4794689416885376,0.6573253870010376,0.5677130818367004,-1.4795712232589722,0.5409247279167175,0.5680317282676697,-1.4824703931808472,0.5173709988594055,0.5736366510391235,-1.4825810194015503,0.4969133138656616,0.579687774181366,-1.4839606285095215,0.6954782009124756,0.6080146431922913,-0.8166676759719849,0.4839557111263275,0.6218293905258179,-0.8487522602081299,0.6326985955238342,0.6499291062355042,-1.372726559638977,0.5349719524383545,0.651892364025116,-1.3687655925750732,0.9242708086967468,0.941669762134552,-0.4799749255180359,0.31910020112991333,0.9576141834259033,-0.551554262638092
frame_0008.jpg,0.574796736240387,0.5957974195480347,-1.4949389696121216,0.6113001704216003,0.5659178495407104,-1.4072701930999756,0.6343927383422852,0.5685918927192688,-1.4078706502914429,0.6565282940864563,0.571954607963562,-1.4081884622573853,0.5393860936164856,0.5694878697395325,-1.3814184665679932,0.5169566869735718,0.5745390057563782,-1.3808517456054688,0.4973573088645935,0.5800268650054932,-1.3818877935409546,0.6948378086090088,0.6145697236061096,-0.8278740048408508,0.48637592792510986,0.6235131621360779,-0.7424635291099548,0.6304113864898682,0.6475293636322021,-1.3133654594421387,0.5324722528457642,0.6487438678741455,-1.270039677619934,0.9217387437820435,0.9408846497535706,-0.5651887059211731,0.3177988827228546,0.9597824215888977,-0.4633108675479889
frame_0009.jpg,0.5730559825897217,0.6031138896942139,-1.478642463684082,0.609866738319397,0.5767986178398132,-1.3971164226531982,0.633198618888855,0.5796323418617249,-1.3976682424545288,0.6557298302650452,0.5834076404571533,-1.3978855609893799,0.5395321846008301,0.5796095728874207,-1.3695452213287354,0.518778920173645,0.5842419266700745,-1.3688111305236816,0.5005443692207336,0.5892945528030396,-1.3698499202728271,0.6944658756256104,0.6265726685523987,-0.8383238911628723,0.49095556139945984,0.6316824555397034,-0.7389166951179504,0.6289810538291931,0.6549558639526367,-1.302480697631836,0.530655026435852,0.6545737385749817,-1.257081151008606,0.9200566411018372,0.9444766640663147,-0.5788931250572205,0.3179211914539337,0.9581023454666138,-0.4680505096912384
